Institution Index,Institution,Last Name,Mid Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors,Remarks,Collector
394,University of Illinois at Urbana-Champaign,Amato,Marie,Nancy,1995,University of Illinois at Urbana-Champaign,ROBOTICS,56,11070,95,29.4,,Jiaqi Xi
